company_id,name,identifier,category_id,logo_img_pc,logo_img_mb,type,class_url_pc,class_url_mb,explanation,is_recommend,ir_text_front,interest_rate,ir_unit,ir_text_after,annotation,annotation_modal,order,is_valid,promo_url_pc,promo_url_mb,delete_flag,created_at,updated_at
80,スマートスクール　学校・幼保園で必要なものを翌日配送,C012002,16,public/company/80/r2odvv1rFfBJyInaDhJhI1xMGJPgKbGogctPXWLg.png,public/company/80/r2odvv1rFfBJyInaDhJhI1xMGJPgKbGogctPXWLg.png,0,NULL,NULL,スマートスクール（smart shool）は、学校、幼保園、学童施設などの教育現場で必要な用品を翌日お届けする、学校園向けデリバリーサービスです。納品書・ご請求書は御校の担当販売店が担当します。,1,支援金は\n購入金額の,0.400,%,ベルマーク点数として自動加算,商品購入＋WEB注文後30日以内のご入金（虚偽、いたずら、キャンセル、不備、返品は不可）,スマートスクールと当サイトのログインIDが異なっていても、ブラウザが共通であれば支援金は発生します。\n商品代金のお支払いについて：担当販売店より請求書が届きますので、通常通りお支払いください。\n\n判定タイミング：最大40日,8,1,https://px.a8.net/svt/ejp?a8mat=2T9Y2D+UD4MQ+3O7G+601S1&id1=__key__,https://px.a8.net/svt/ejp?a8mat=2T9Y2D+UD4MQ+3O7G+601S1&id1=__key__,0,2018-09-03 20:21:00,2022-07-13 11:32:23
81,タワーレコードオンライン,C005010,13,public/company/81/gbNB5kc24II9yfIEJNWcZk93ZUNYmwLxeL9ngbYW.jpg,public/company/81/gbNB5kc24II9yfIEJNWcZk93ZUNYmwLxeL9ngbYW.jpg,0,NULL,NULL,国内に70店舗以上を展開する、日本最大級のCDショップチェーン「タワーレコード（TOWER RECOROS）」のオフィシャルEコマースサイトです。CD、DVD、本、グッズなど豊富な品揃え。タワレコだけでしか手に入らない特典付きアイテムや限定商品も満載!タワーレコードがあなたの音楽生活をバックアップ!,0,支援金は\n購入金額の,0.400,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）　・楽天ペイ、Amazon Payでお支払いされた注文と、店舗取置き予約サービスをご利用された注文に関しましては成果対象外となりますので、ご注意下さい(セブン-イレブン店頭代金引換、セブン-イレブン前払いサービスでお支払いされた注文につきましては成果の対象となります)。　送料：全国一律216円(税込)　※送料無料キャンペーンは終了いたします\n　※なおセブン-イレブン受け取りに関しましては、購入金額に関わらず引き続き送料・手数料は発生いたしません。\nマーケットプレイスの商品は対象外です。,判定タイミング：最大365日,603,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=884744806&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=884744806&vcptn=__key__,0,2018-09-03 20:13:00,2025-06-18 16:41:47
83,旅行予約のエクスペディア,C016028,14,public/company/83/cVctWyS924mpMbcjFMN1O9aPIyWdhH72q8KsgA5E.gif,public/company/83/OPbq6EgCOM6PVTzPsmir3NHtlq8ed8s0art44ol6.gif,0,NULL,NULL,航空券とホテルを一緒に予約することでホテル代が最大全額OFF！ エクスペディアの最安値。年中無休の日本語サポート。Expedia® Rewards。変更/キャンセル料金なし。世界で500以上の航空会社。世界で50万件以上のホテル。,0,支援金は\n予約金額の,2.120,%,ベルマーク点数として自動加算,ご予約いただいた旅行完了（海外 / 国内ホテル）　ダイナミックツアー（航空券＋ホテル）、航空券のみの予約は料率が異なります。\n\n\n以下の場合、予約は点数加算の対象外となります。\n・レンタカー商品の予約\n・Expedia.co.jp以外のエクスペディア海外サイトでの予約\n・ウェブベルマークからエクスペディアに遷移された後に、アフィリエイトに限らずその他のエクスペディアの広告がクリックされた場合\n・エクスペディアサイト内のクーポンコード掲載ページ（クレジットカード会社とのキャンペーンなど）経由やクーポン利用での予約\n・キャンセルされた予約\n・エクスペディアコールセンターでの予約\n・予約後の変更\n※変更された予約はWEB上・コールセンターを問わず全て対象外となります\n・アプリ経由の予約,航空券のみの予約は料率が異なります。注文金額を税抜きで反映します。\n\n判定タイミング：最大410日,101,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885282941&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885282941&vcptn=__key__,0,2013-09-17 13:36:00,2022-02-08 17:24:03
84,DHCオンラインショップ,C002002,12,public/company/84/bRBseCYKI6JZR2Ym8AFR17P3aCFlguOo6eApuVcF.jpg,public/company/84/3iVmA8jQaQKqfmq17cOtoJugLeehWsr5ypg9xv2l.jpg,0,NULL,NULL,DHC公式オンラインショップです。コスメ・健康食品・ダイエットサポート商品をはじめ、ファッション・インナーウェア・遺伝子検査・ペット商品・お酒・書籍までバラエティ豊かに展開中！,0,支援金は\n購入金額の,0.450,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）\n【成果の対象外】\n以下に該当する注文は成果対象外・承認拒否となります。\n　・過去にDHC通販のご利用経験がある方やサンプル請求・カタログ請求のご経験のある方が「初めての方」として注文をされた場合\n　・DHCの公式アプリ経由の注文\n　・予約商品の注文\n　・注文キャンセル、返品、注文内容の変更\n　・広告クリック後24時間以降の購入\n　・定期便の2回目以降\n・定期同梱サービスを利用した注文\n\n注文内容のうち、以下項目は成果対象外となります。\n　・医薬品、通信講座\n　・送料、消費税\n　・「一括割引」「ランク割引」「クーポン割引」等によるお値引き分\n・同一のDHC会員番号にて月間20万円（※）以上決済された場合\n（※前月25日～当月24日の間に出荷されたご注文の決済額累計。ポイント付与対象外の注文、送料・消費税も含む）,DHCの公式アプリ経由の注文は対象外です。\n\n判定タイミング：最大16日,306,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=890572721&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=890572721&vcptn=__key__,0,2018-09-03 12:20:00,2024-05-29 10:01:43
86,【JTB】海外旅行,C016001,14,public/company/86/MEP6eusriktgoxmNMK5a4GgQdCsO67UFzGP7EqP6.png,public/company/86/Yqh7glKwUGiXlOD1FlGa0cCTfhH20wBntBewnZh0.png,0,NULL,NULL,海外旅行はJTBで。安心と信頼のルックJTBや、お手頃価格が魅力のJTBお買得旅、ネットのみ掲載のWeb専用商品など、海外ツアーの検索・予約ができます。オンライン決済はもちろん、ネットで予約・お店で支払い＆受取が選べるのはJTBだけ。,0,支援金は\n予約金額の,0.800,%,ベルマーク点数として自動加算,■成果対象\n1.海外ツアー「ルックJTB」の海外ダイナミックパッケージ(JTBMySTYLE)\n※「JTBMySTYLE」表示商品が対象\n2.海外添乗員同行ツアー\n3.JTBクルーズ\n4.ロイヤルロード銀座\n5.海外航空券\n6.海外ホテル\n7.海外航空券+ホテルのセット販売の商品※1とは別商品\n　 (https://www.jtb.co.jp/ovs_air_htl_static/about/)\n8.海外現地ツアー\n※2.3.4.5：ポイントサイトは成果対象外(7はホテルのみ成果対象※海外航空券は成果対象外)\n※7：5.海外航空券と6.海外ホテルの各成果報酬適用\n※1：2023/5/8～成果対象\n※5.6.7：2023/7/26～成果対象\n※2.3.4：2023/9/19～成果対象\n※8：2025/9/24～成果対象\n※キャンセルされずに成約(出発)となったものが対象。自己申込みOK！\n成果対象外：・電話やメール、店舗でお支払等オンライン決済以外の予約　・海外ツアー「旅物語」「世界の旅情」  ・国内旅行,判定タイミング：最大340日,109,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=891004016&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=891004016&vcptn=__key__,0,2018-09-03 15:34:00,2025-09-24 14:28:33
88,アスクル,C003005,11,public/company/88/FdcLXIX9czYDFR6qXeTBCSeBijBku1UPHHWmOOZA.gif,public/company/88/FdcLXIX9czYDFR6qXeTBCSeBijBku1UPHHWmOOZA.gif,0,NULL,NULL,「明日来るからアスクル（ASKUL）」ーオフィスに必要なモノやサービスを「明日お届けする」法人のお客様向け通販サービスです。約750万点以上の品揃え、当日または翌日以降お届け、法人は1000円以上(税込)で送料無料※一部商品除く,1,支援金は\n購入金額の,0.890,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）\n\nブラウザにキャッシュが残っている場合、\n正常に表示できない可能性があるとの報告があります。\n\nアスクル様のページ上に下記の案内がございます。\nお手数ですが、ご利用ブラウザのキャッシュをクリアの上、\n試していただけないでしょうか。\n \nキャッシュのクリア方法\nhttps://www.askul.co.jp/guide/policy/browser/cache.html\n\nなお、大企業向けサービス「ソロエルアリーナ」は対象ではありません。,アスクルと当サイトのログインIDが異なっていても、ブラウザが共通であれば支援金は発生します。表示に不具合がある場合は、ブラウザのキャッシュをクリアの上、ご利用ください。\n\n判定タイミング：最大90日,1,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885308887&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885308887&vcptn=__key__,0,2018-09-03 15:44:00,2023-03-30 11:36:13
89,Yahoo!ショッピング,C003003,11,public/company/89/Eaarimo0xMyGA6TaAY35QOSnreRj4bLKkPbcm9A8.png,public/company/89/Eaarimo0xMyGA6TaAY35QOSnreRj4bLKkPbcm9A8.png,0,NULL,NULL,Yahoo!（ヤフー）ショッピングは幅広い品ぞろえと、最新のお買い得ネット通販情報が満載のオンラインショッピングモール。PayPay残高も使えてさらにお得！ちょい寄り後、アプリからの注文もOK！,1,支援金は\n購入金額の,0.410,%,ベルマーク点数として自動加算,【成果対象外条件】\n虚偽、いたずら、重複 / 注文キャンセル（クーリングオフ）\n外部ストアでの購入\n提携パートナー\nふるさと納税の寄付申し込み、ZOZOTOWN、クイックマート\n新車、中古車体、中古バイク車体 (新車バイクはアフィリエイト対象)\nレンタル、リフォーム、クーポン、家事代行などのサービス商材\nヤフーショッピング商品券の購入\n広告クリック後の2回目以降の商品購入(商品を購入した時点でクッキーが削除されるため)\n退店ストアからの注文は、報酬が発生しない場合もあります,さとふる、ZOZOTOWN、ふるなびは対象外です。\n\n判定タイミング：最大135日,2,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=887339220&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=887339220&vcptn=__key__,0,2018-09-03 15:47:00,2025-08-20 13:05:51
94,ノジマオンライン - 日本最大級のデジタル家電通販,C004011,9,public/company/94/W7MSo9ciRddoIY9cgPMB9nJWaHFlh4jzyrywzyOg.gif,public/company/94/W7MSo9ciRddoIY9cgPMB9nJWaHFlh4jzyrywzyOg.gif,0,NULL,NULL,無料登録のメルマガにはアッと驚く情報やお買い得品が満載! 在庫有り商品は最短当日出荷!最長7年延長保証!3，300円以上で送料無料! ネットで買い物をするなら、信頼と実績のノジマの オンラインショップ「nojima online(ノジマオンライン)」!!,0,支援金は\n購入金額の,0.430,%,ベルマーク点数として自動加算,中古商品における注文、不備･不正･虚偽･重複･いたずら･未入金･キャンセル･返品、本ページ以外からのお申込みは対象外です。,判定タイミング：最大60日,503,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885281084&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885281084&vcptn=__key__,0,2018-09-03 18:03:00,2025-10-01 17:33:12
95,レノボ公式オンラインショッピング,C004015,9,public/company/95/bMjHJ78DQode2Gme9D40fW8zxiXCNOkGN6SutHDY.gif,public/company/95/bMjHJ78DQode2Gme9D40fW8zxiXCNOkGN6SutHDY.gif,0,NULL,NULL,【安心なお買い物ができる「レノボ・ジャパン（Lenobo japan）」公式オンラインストア】ThinkPad、IdeaPad、ThinkCentreおよび周辺機器の最新モデルをはじめ、人気モデルのキャンペーンも実施中。アフィリエイト広告限定クーポンもご用意！！！,0,支援金は\n購入金額の,1.280,%,ベルマーク点数として自動加算,商品購入＋ご入金（虚偽、いたずら、キャンセル、不備、返品は不可）　以下は対象外となります。\n【成果対象製品】「レノボWeb広告限定ストア」「レノボ個人向けショッピング」「レノボ法人向けショッピング」「官公庁、教育機関向けショッピング」で販売されているPC(※)、およびPC関連周辺機器、ソフトウェア製品。※PCは1.ThinkPad各シリーズ 2.ThinkCentre各シリーズ\n\n【成果対象外】\nLegion Goシリーズ、Yoga Bookシリーズ、Yoga Slim 7xシリーズ、Lenovo J13シリーズ、ならびにこれら製品に付随する周辺機器・サービスはポイント対象外です。,判定タイミング：最大200日,507,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885282944&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885282944&vcptn=__key__,0,2018-09-03 18:04:00,2025-07-16 14:44:58
96,クラブツーリズム　★海外旅行★,C016012,14,public/company/96/dU7mqs1EP6yUViCvnLs9HJ8iyfLt9fI5B0lWxzyc.gif,public/company/96/dU7mqs1EP6yUViCvnLs9HJ8iyfLt9fI5B0lWxzyc.gif,0,NULL,NULL,海外旅行・ツアーなら、クラブツーリズム！添乗員付きツアーならしっかりサポート！フリープランは自由気ままに！各地域・国の定番ツアーや、おすすめのツアーをそれぞれご紹介。地図から検索などツアーの検索・ご予約も簡単です。海外旅行説明会も随時開催。,0,支援金は\n予約完了で,831.000,点,ベルマーク点数として自動加算,虚偽、いたずら、重複、登録不備、注文キャンセル（クーリングオフ）、電話やメールなどオンライン決済以外の予約、1件あたり5,000円(税別)未満のツアー、オプション、ホテル予約、体験講座ツアー出発日が申込日時より1年以降のものは対象外です。,判定タイミング：最大365日,104,1,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885341112&vcptn=__key__,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3075896&pid=885341112&vcptn=__key__,0,2018-09-03 18:04:00,2024-04-17 16:14:35
